Date,Open,High,Low,Close
2022-06-05,29726,30149,29539,29945
2022-06-06,29941,31735,29817,31432
2022-06-07,31432,31554,29230,31341
2022-06-08,31341,31515,29874,30202
2022-06-09,30202,30653,29961,30139
2022-06-10,30148,30286,28891,29194
2022-06-11,29194,29409,28173,28393
2022-06-12,28403,28659,26947,27383
2022-06-13,27383,27513,22617,23251
2022-06-14,23238,23329,20889,21992
2022-06-15,21992,22229,20111,21685
2022-06-16,21693,22899,20522,20683
2022-06-17,20683,21268,20219,20627
2022-06-18,20618,20723,17630,17727
2022-06-19,17727,20635,17727,20501
2022-06-20,20501,20940,19840,20444
2022-06-21,20444,21664,20257,20836
2022-06-22,20836,20979,19781,19898
2022-06-23,19898,21023,19827,20802
2022-06-24,20797,21351,20676,21194
2022-06-25,21194,21524,20916,21222
2022-06-26,21222,21857,21138,21390
2022-06-27,21390,21490,20553,20900
2022-06-28,20900,21174,20198,20253
2022-06-29,20253,20414,19885,20171
2022-06-30,20188,20314,18669,18731
2022-07-01,18731,20742,18706,19414
2022-07-02,19420,19489,18997,19295
2022-07-03,19295,19319,18782,19106
2022-07-04,19106,19850,19044,19532
2022-07-05,19532,20692,19395,20459
2022-07-06,20439,20457,19765,20394
2022-07-07,20394,21808,20258,21608
2022-07-08,21608,22336,21208,21834
2022-07-09,21834,21997,21323,21668
2022-07-10,21686,21737,20684,20960
2022-07-11,20960,21158,20301,20396
2022-07-12,20402,20403,19306,19434
2022-07-13,19434,20013,18975,19663
2022-07-14,19663,20835,19642,20660
2022-07-15,20660,21181,20384,20925
2022-07-16,20925,21561,20481,21165
2022-07-17,21165,21645,20853,20938
2022-07-18,20938,22725,20756,21514
2022-07-19,21514,23660,21456,23308
2022-07-20,23308,24258,22925,23305
2022-07-21,23305,23780,22376,23134
2022-07-22,23134,23689,22532,22603
2022-07-23,22603,22999,21978,22319
2022-07-24,22319,22876,22242,22749
2022-07-25,22749,23007,21582,22166
2022-07-26,22166,22176,20753,20964
2022-07-27,20964,23026,20834,22795
2022-07-28,22795,24167,22586,24012
2022-07-29,24012,24310,23486,23952
2022-07-30,23952,24613,23704,23979
2022-07-31,23979,24164,23439,23804
2022-08-01,23804,23824,22878,23027
2022-08-02,23027,23450,22679,23015
2022-08-03,23015,23607,22698,23324
2022-08-04,23324,23367,22443,22503
2022-08-05,22503,23455,22467,22969
2022-08-06,22969,23347,22969,23167
2022-08-07,23167,23285,22863,23271
2022-08-08,23271,24234,23081,24073
2022-08-09,24073,24073,22898,23147
2022-08-10,23147,24117,22720,23880
2022-08-11,23909,24859,23792,24214
2022-08-12,24214,24311,23634,24244
2022-08-13,24235,24886,24090,24505
2022-08-14,24505,24992,24178,24327
2022-08-15,24320,25199,23912,24070
2022-08-16,24070,24253,23669,23973
2022-08-17,23973,24447,23206,23408
2022-08-18,23408,23577,23236,23417
2022-08-19,23413,23426,21189,21278
2022-08-20,21278,21361,20820,20856
2022-08-21,20856,21723,20813,21520
2022-08-22,21520,21688,20958,21107
2022-08-23,21126,21597,20925,21489
2022-08-24,21489,21879,21173,21697
2022-08-25,21693,21806,21306,21647
2022-08-26,21647,21795,20565,20667
2022-08-27,20657,20683,19873,20000
2022-08-28,20000,20152,19836,19999
2022-08-29,19999,20379,19544,20188
2022-08-30,20188,20567,19583,19975
2022-08-31,19975,20476,19763,20207
2022-09-01,20207,20291,19591,20076
2022-09-02,20076,20411,19778,19965
2022-09-03,19965,20044,19663,19739
2022-09-04,19739,19936,19605,19898
2022-09-05,19898,20048,19646,19743
2022-09-06,19743,20147,18734,18962
2022-09-07,18962,19447,18582,19393
2022-09-08,19393,19450,19083,19371
2022-09-09,19371,21411,19258,21285
2022-09-10,21285,21712,21192,21487
2022-09-11,21487,21860,21426,21643
2022-09-12,21643,22467,21500,22396
2022-09-13,22396,22733,20079,20254
2022-09-14,20254,20487,19646,19948
2022-09-15,19948,20376,19555,19836
2022-09-16,19836,19896,19360,19743
2022-09-17,19743,20178,19705,20081
2022-09-18,20081,20147,19597,19721
2022-09-19,19721,19721,18397,19520
2022-09-20,19520,19663,18803,18970
2022-09-21,18976,19713,18808,18918
2022-09-22,18918,19470,18189,19247
2022-09-23,19247,19481,18571,18852
2022-09-24,18852,19386,18813,19138
2022-09-25,19138,19142,18817,18888
2022-09-26,18888,19288,18662,19135
2022-09-27,19121,20366,18854,19055
2022-09-28,19055,19623,18506,19565
2022-09-29,19574,19726,18825,19483
2022-09-30,19483,20131,19198,19420
2022-10-01,19425,19476,19218,19250
2022-10-02,19250,19391,19062,19231
2022-10-03,19227,19630,18945,19590
2022-10-04,19590,20420,19511,20350
2022-10-05,20350,20402,19779,20022
2022-10-06,20022,20438,19890,20049
2022-10-07,20055,20055,19351,19549
2022-10-08,19549,19643,19424,19461
2022-10-09,19461,19558,19278,19477
2022-10-10,19477,19518,19137,19243
2022-10-11,19243,19270,18888,19026
2022-10-12,19026,19188,18999,19148
2022-10-13,19163,19501,18271,19382
2022-10-14,19382,19916,19139,19187
2022-10-15,19186,19219,19052,19103
2022-10-16,19103,19395,19010,19352
2022-10-17,19349,19631,19128,19527
2022-10-18,19527,19683,19113,19373
2022-10-19,19365,19375,19113,19196
2022-10-20,19196,19302,18937,19022
2022-10-21,19027,19227,18734,19179
2022-10-22,19179,19252,19118,19220
2022-10-23,19218,19517,19081,19498
2022-10-24,19498,19674,19168,19374
2022-10-25,19374,20397,19240,20172
2022-10-26,20172,20985,20023,20754
2022-10-27,20754,20901,20261,20418
2022-10-28,20418,20738,20055,20649
2022-10-29,20634,21020,20566,20865
2022-10-30,20865,20944,20578,20688
2022-10-31,20683,20819,20274,20407
2022-11-01,20407,20670,20368,20481
2022-11-02,20481,20739,20118,20192
2022-11-03,20192,20387,20063,20240
2022-11-04,20240,21200,20164,21147
2022-11-05,21147,21486,21085,21367
2022-11-06,21367,21372,21125,21132
2022-11-07,21132,21179,20621,20667
2022-11-08,20667,20667,17302,18711
2022-11-09,18711,18724,15691,15788
2022-11-10,15788,18096,15614,17807
2022-11-11,17807,17857,16429,16773
2022-11-12,16773,17092,16619,16793
2022-11-13,16793,16911,16250,16380
2022-11-14,16380,17111,15807,16393
2022-11-15,16393,17094,16344,16880
2022-11-16,16880,16968,16381,16538
2022-11-17,16538,16723,16407,16681
2022-11-18,16681,16963,16544,16640
2022-11-19,16640,16703,16552,16665
2022-11-20,16665,16799,16236,16251
2022-11-21,16251,16331,15508,15602
2022-11-22,15602,16251,15599,16137
2022-11-23,16137,16622,16091,16482
2022-11-24,16482,16769,16448,16537
2022-11-25,16537,16606,16352,16503
2022-11-26,16503,16678,16425,16507
2022-11-27,16507,16587,16390,16570
2022-11-28,16570,16586,16018,16193
2022-11-29,16193,16528,16094,16454
2022-11-30,16454,17103,16429,17102
2022-12-01,17102,17211,16876,16931
2022-12-02,16931,17098,16859,17016
2022-12-03,17016,17133,16907,16957
2022-12-04,16957,17151,16876,17113
2022-12-05,17113,17416,16890,16970
2022-12-06,16970,17092,16920,16994
2022-12-07,16994,17125,16692,16833
2022-12-08,16833,17288,16763,17178
2022-12-09,17178,17274,17077,17109
2022-12-10,17109,17219,17106,17129
2022-12-11,17129,17258,17093,17109
2022-12-12,17109,17191,16884,17153
2022-12-13,17153,17889,17094,17764
2022-12-14,17764,18338,17698,17818
2022-12-15,17818,17861,17340,17384
2022-12-16,17384,17524,16754,16835
2022-12-17,16835,16869,16534,16709
2022-12-18,16709,16796,16671,16750
2022-12-19,16750,16820,16499,16583
2022-12-20,16583,17023,16300,16883
2022-12-21,16883,16923,16729,16790
2022-12-22,16790,16862,16569,16791
2022-12-23,16791,16900,16769,16815
2022-12-24,16815,16865,16765,16836
2022-12-25,16836,16863,16744,16823
2022-12-26,16823,16910,16794,16821
2022-12-27,16821,16957,16603,16698
2022-12-28,16698,16759,16478,16517
2022-12-29,16517,16656,16478,16599
2022-12-30,16599,16644,16340,16576
2022-12-31,16576,16634,16541,16549
2023-01-01,16549,16617,16491,16591
2023-01-02,16591,16758,16544,16725
2023-01-03,16725,16799,16609,16667
2023-01-04,16667,16980,16641,16820
2023-01-05,16821,16846,16771,16846
2023-01-06,16846,17002,16698,16929
2023-01-07,16929,16981,16909,16943
2023-01-08,16943,17007,16913,16953
2023-01-09,16955,17399,16952,17190
2023-01-10,17190,17489,17134,17475
2023-01-11,17475,17570,17323,17556
2023-01-12,17556,19051,17517,18822
2023-01-13,18836,19866,18727,19818
2023-01-14,19818,21204,19751,20888
2023-01-15,20900,21066,20577,20898
2023-01-16,20898,21413,20700,21129
2023-01-17,21130,21427,20906,21330
2023-01-18,21330,21532,20502,20775
2023-01-19,20772,21162,20659,20941
2023-01-20,20941,22387,20887,22336
2023-01-21,22336,23318,22328,23199
2023-01-22,23199,23215,22357,22579
2023-01-23,22599,23137,22550,22989
2023-01-24,22989,23158,22783,22900
2023-01-25,22903,23641,22358,23576
2023-01-26,23576,23762,22856,23068
2023-01-27,23072,23478,22587,23097
2023-01-28,23097,23184,22900,23005
2023-01-29,23005,23940,22975,23792
2023-01-30,23792,23870,22644,22732
2023-01-31,22743,23182,22549,22950
2023-02-01,22950,23789,22820,23678
2023-02-02,23678,24205,23581,23598
2023-02-03,23598,23706,23244,23387
2023-02-04,23380,23575,23278,23417
2023-02-05,23417,23452,22782,22896
2023-02-06,22896,23150,22643,22918
2023-02-07,22918,23297,22650,23201
2023-02-08,23191,23405,22711,22960
2023-02-09,22960,22999,21757,21841
2023-02-10,21841,21940,21507,21543
2023-02-11,21543,21839,21527,21829
2023-02-12,21829,22086,21714,21739
2023-02-13,21739,21894,21437,21621
2023-02-14,21624,22304,21611,22251
2023-02-15,22251,24189,22066,24173
2023-02-16,24173,25193,24145,24520
2023-02-17,24520,24987,23382,24593
2023-02-18,24593,24839,24116,24624
2023-02-19,24624,25175,24308,24544
2023-02-20,24544,25098,23896,24762
2023-02-21,24762,25147,24183,24183
2023-02-22,24183,24468,23604,23804
2023-02-23,23804,24592,23623,23897
2023-02-24,23897,24118,22934,23131
2023-02-25,23131,23241,22802,22951
2023-02-26,22951,23677,22931,23565
2023-02-27,23564,23869,23172,23386
2023-02-28,23386,23613,23056,23159
2023-03-01,23142,23942,23046,23542
2023-03-02,23542,23783,23219,23427
2023-03-03,23417,23549,22111,22246
2023-03-04,22246,22411,22170,22224
2023-03-05,22226,22633,22215,22482
2023-03-06,22482,22571,22313,22401
2023-03-07,22404,22529,21971,22050
2023-03-08,22050,22267,21883,22006
2023-03-09,22005,22005,20125,20244
2023-03-10,20244,20475,19594,20091
2023-03-11,20096,20784,19889,20453
2023-03-12,20453,21432,20392,21397
2023-03-13,21403,24538,21255,24126
2023-03-14,24126,26425,23951,24674
2023-03-15,24674,25260,23989,24371
2023-03-16,24369,25187,24215,24701
2023-03-17,24701,26991,24701,26791
2023-03-18,26791,27788,26791,27413
2023-03-19,27413,28432,26912,27963
2023-03-20,27963,28502,27201,28047
2023-03-21,28047,28462,27421,28117
2023-03-22,28117,28796,26700,27360
2023-03-23,27381,28732,27041,28312
2023-03-24,28312,28447,27548,27632
2023-03-25,27617,27806,27067,27387
2023-03-26,27387,28186,27384,27811
2023-03-27,27812,28133,26576,27041
2023-03-28,27041,27492,26674,27329
2023-03-29,27323,28612,27129,28385
2023-03-30,28385,29140,27770,28154
2023-03-31,28164,28654,27554,28392
2023-04-01,28392,28815,28316,28467
2023-04-02,28467,28570,27953,28089
2023-04-03,28089,28463,27573,27573
2023-04-04,27577,28427,27337,28266
2023-04-05,28266,28722,27826,28185
2023-04-06,28185,28230,27778,27982
2023-04-07,27982,28103,27801,27855
2023-04-08,27855,28188,27847,27961
2023-04-09,27961,28298,27899,28108
2023-04-10,28108,29258,28108,29111
2023-04-11,29111,30488,29089,30173
2023-04-12,30173,30410,29739,29963
2023-04-13,29963,30557,29818,30311
2023-04-14,30311,30976,30052,30442
2023-04-15,30442,30691,30312,30375
2023-04-16,30375,30606,30236,30339
2023-04-17,30339,30410,29292,29474
2023-04-18,29478,30454,29171,30403
2023-04-19,30403,30405,29123,29269
2023-04-20,29269,29269,28068,28196
2023-04-21,28196,28352,27213,27299
2023-04-22,27299,27871,27263,27798
2023-04-23,27798,28003,27489,27509
2023-04-24,27509,27985,27039,27434
2023-04-25,27434,28043,27183,27991
2023-04-26,27991,29963,27419,28289
2023-04-27,28289,29856,28152,29596
2023-04-28,29596,29782,28934,29350
2023-04-29,29350,29537,29123,29296
2023-04-30,29296,30006,29156,29348
2023-05-01,29348,29482,27705,27705
2023-05-02,27705,28876,27700,28705
2023-05-03,28705,28794,28173,28512
2023-05-04,28512,29369,28512,28891
2023-05-05,28891,29677,28776,29531
2023-05-06,29531,29983,28567,28961
2023-05-07,28961,29261,28834,28926
2023-05-08,28926,28995,27297,27565
2023-05-09,27565,27837,27403,27670
2023-05-10,27670,28297,26967,27896
2023-05-11,27884,27887,26767,27027
2023-05-12,27027,27085,25883,26456
2023-05-13,26451,27082,26451,26998
2023-05-14,26997,27227,26715,26949
2023-05-15,26949,27652,26761,27355
2023-05-16,27355,27388,26890,26959
2023-05-17,26959,27449,26587,27339
2023-05-18,27339,27465,26397,26741
2023-05-19,26741,27139,26642,26836
2023-05-20,26836,27159,26836,27027
2023-05-21,27027,27255,26819,26855
2023-05-22,26855,27048,26555,26895
2023-05-23,26895,27429,26802,27216
2023-05-24,27216,27241,26111,26443
2023-05-25,26443,26614,25924,26481
2023-05-26,26481,26913,26338,26752
2023-05-27,26752,26832,26629,26759
2023-05-28,26759,27661,26747,27552
2023-05-29,27552,28419,27537,27680
2023-05-30,27680,28019,27573,27777
2023-05-31,27777,27837,26884,27120
2023-06-01,27120,27334,26662,26866
2023-06-02,26866,27284,26590,27200
2023-06-03,27200,27322,27080,27082
2023-06-04,27082,27294,26967,27254
2023-06-05,27254,27418,25438,25636
2023-06-06,25641,27176,25407,26955
2023-06-07,26955,27294,26258,26355
2023-06-08,26354,26764,26153,26637
2023-06-09,26637,26757,26325,26446
2023-06-10,26481.76171875,26531.044921875,25501.8359375,25851.240234375
2023-06-11,25854.03125,26203.439453125,25668.986328125,25940.16796875
2023-06-12,25934.28515625,26087.919921875,25675.197265625,25902.5
2023-06-13,25902.94140625,26376.3515625,25728.365234375,25918.728515625
2023-06-14,25920.2578125,26041.80078125,24902.15234375,25124.67578125
2023-06-15,25121.673828125,25735.30859375,24797.16796875,25576.39453125
2023-06-16,25575.283203125,26463.173828125,25245.357421875,26327.462890625
2023-06-17,26328.6796875,26769.39453125,26174.4921875,26510.67578125
2023-06-18,26510.45703125,26675.92578125,26325.890625,26336.212890625
2023-06-19,26335.44140625,26984.611328125,26312.83203125,26851.029296875
2023-06-20,26841.6640625,28388.96875,26668.791015625,28327.48828125
2023-06-21,28311.310546875,30737.330078125,28283.41015625,30027.296875
2023-06-22,29995.935546875,30495.998046875,29679.158203125,29912.28125
2023-06-23,29896.3828125,31389.5390625,29845.21484375,30695.46875
2023-06-24,30708.73828125,30804.1484375,30290.146484375,30548.6953125
2023-06-25,30545.150390625,31041.271484375,30327.943359375,30480.26171875
2023-06-26,30480.5234375,30636.029296875,29955.744140625,30271.130859375
2023-06-27,30274.3203125,31006.787109375,30236.650390625,30688.1640625
2023-06-28,30696.560546875,30703.279296875,29921.822265625,30086.24609375
2023-06-29,30081.42578125,30796.25,30072.4765625,30447.185546875
